Number,district_n,subdistr,statistics,suco_name,stat_sucoc,ea_codes
1,Bobonaro,Atabae,401,Aidabaleten,40101,40101102
2,Bobonaro,Balibo,402,Leolima,40205,40205072
3,Bobonaro,Bobonaro,403,Cota Bo'ot,40306,40306022
4,Bobonaro,Cailaco,404,Meligo,40406,40406042
5,Bobonaro,Lolotoe,405,Lebos,40504,40504042
6,Bobonaro,Maliana,406,Ritabou,40605,40605122
7,Bobonaro,Lolotoe,405,Opa,40507,40507022
8,Bobonaro,Lolotoe,405,Guda,40503,40503032
9,Bobonaro,Lolotoe,405,Deudet,40501,40501032
10,Bobonaro,Lolotoe,405,Gildapil,40502,40502022
11,Bobonaro,Lolotoe,405,Lontas,40505,40505032
12,Bobonaro,Maliana,406,Saburai,40606,40606082
13,Bobonaro,Maliana,406,Tapo/Memo,40607,40607032
14,Bobonaro,Maliana,406,Lahomea,40602,40602012
15,Bobonaro,Maliana,406,Holsa,40601,40601072
16,Bobonaro,Maliana,406,Odomau,40603,40603042
17,Bobonaro,Bobonaro,403,Molop,40313,40313042
18,Bobonaro,Bobonaro,403,Leber,40308,40308032
19,Bobonaro,Bobonaro,403,Sibuni,40315,40315042
20,Bobonaro,Bobonaro,403,Lour,40309,40309042
21,Bobonaro,Bobonaro,403,Ai-Assa,40301,40301032
22,Bobonaro,Bobonaro,403,Tapo,40317,40317012
23,Bobonaro,Bobonaro,403,Oeleo,40314,40314022
24,Bobonaro,Bobonaro,403,Bobonaro,40303,40303052
25,Bobonaro,Bobonaro,403,Carabau,40304,40304032
26,Bobonaro,Bobonaro,403,Malilait,40312,40312042
27,Bobonaro,Bobonaro,403,Lourba,40310,40310022
28,Bobonaro,Bobonaro,403,Atu-Aben,40302,40302012
29,Bobonaro,Bobonaro,403,Ilat-Laun,40307,40307022
30,Bobonaro,Bobonaro,403,Soileco,40316,40316022
31,Bobonaro,Bobonaro,403,Tebabui,40318,40318012
32,Bobonaro,Bobonaro,403,Maliubu,40311,40311032
33,Bobonaro,Bobonaro,403,Colimau,40305,40305032
34,Bobonaro,Balibo,402,Cowa,40203,40203032
35,Bobonaro,Balibo,402,Leohito,40204,40204052
36,Bobonaro,Balibo,402,Balibo Vila,40201,40201042
37,Bobonaro,Balibo,402,Batugade,40202,40202032
38,Bobonaro,Atabae,401,Atabae,40102,40102032
39,Bobonaro,Atabae,401,Rairobo,40104,40104052
40,Bobonaro,Atabae,401,Hataz,40103,40103022
41,Bobonaro,Cailaco,404,Purugua,40407,40407052
42,Bobonaro,Cailaco,404,Dau Udo,40402,40402012
43,Bobonaro,Cailaco,404,Guenu Lai,40404,40404012
44,Bobonaro,Cailaco,404,Goulolo,40403,40403032
45,Bobonaro,Cailaco,404,Raiheu,40408,40408032
46,Bobonaro,Cailaco,404,Manapa,40405,40405022
47,Bobonaro,Balibo,402,Batugade,40202,40202012
48,Bobonaro,Balibo,402,Batugade,40202,40202022
49,Bobonaro,Balibo,402,Batugade,40202,40202052
50,Bobonaro,Balibo,402,Batugade,40202,40202042
51,Bobonaro,Balibo,402,Cowa,40203,40203012
52,Bobonaro,Balibo,402,Cowa,40203,40203022
53,Bobonaro,Balibo,402,Cowa,40203,40203052
54,Bobonaro,Balibo,402,Cowa,40203,40203042
55,Bobonaro,Balibo,402,Leohito,40204,40204012
56,Bobonaro,Balibo,402,Leohito,40204,40204022
57,Bobonaro,Balibo,402,Leohito,40204,40204032
58,Bobonaro,Balibo,402,Leohito,40204,40204042
59,Bobonaro,Balibo,402,Leohito,40204,40204062
60,Bobonaro,Balibo,402,Leolima,40205,40205022
61,Bobonaro,Balibo,402,Leolima,40205,40205032
62,Bobonaro,Balibo,402,Leolima,40205,40205042
63,Bobonaro,Balibo,402,Leolima,40205,40205052
64,Bobonaro,Balibo,402,Leolima,40205,40205062
65,Bobonaro,Balibo,402,Leolima,40205,40205082
66,Bobonaro,Balibo,402,Balibo Vila,40201,40201012
67,Bobonaro,Balibo,402,Balibo Vila,40201,40201022
68,Bobonaro,Balibo,402,Balibo Vila,40201,40201032
69,Bobonaro,Balibo,402,Balibo Vila,40201,40201082
70,Bobonaro,Balibo,402,Balibo Vila,40201,40201052
71,Bobonaro,Balibo,402,Balibo Vila,40201,40201062
72,Bobonaro,Balibo,402,Balibo Vila,40201,40201072
73,Bobonaro,Balibo,402,Balibo Vila,40201,40201092
74,Bobonaro,Balibo,402,Sanirin,40206,40206012
75,Bobonaro,Balibo,402,Sanirin,40206,40206022
76,Bobonaro,Atabae,401,Aidabaleten,40101,40101012
77,Bobonaro,Atabae,401,Aidabaleten,40101,40101022
78,Bobonaro,Atabae,401,Aidabaleten,40101,40101092
79,Bobonaro,Atabae,401,Aidabaleten,40101,40101032
80,Bobonaro,Atabae,401,Aidabaleten,40101,40101042
81,Bobonaro,Atabae,401,Aidabaleten,40101,40101052
82,Bobonaro,Atabae,401,Aidabaleten,40101,40101062
83,Bobonaro,Atabae,401,Aidabaleten,40101,40101112
84,Bobonaro,Atabae,401,Aidabaleten,40101,40101082
85,Bobonaro,Atabae,401,Atabae,40102,40102012
86,Bobonaro,Atabae,401,Atabae,40102,40102022
87,Bobonaro,Atabae,401,Atabae,40102,40102042
88,Bobonaro,Atabae,401,Hataz,40103,40103012
89,Bobonaro,Atabae,401,Hataz,40103,40103032
90,Bobonaro,Atabae,401,Rairobo,40104,40104012
91,Bobonaro,Atabae,401,Rairobo,40104,40104062
92,Bobonaro,Atabae,401,Rairobo,40104,40104022
93,Bobonaro,Atabae,401,Rairobo,40104,40104032
94,Bobonaro,Atabae,401,Rairobo,40104,40104042
95,Bobonaro,Cailaco,404,Purugua,40407,40407012
96,Bobonaro,Cailaco,404,Purugua,40407,40407022
97,Bobonaro,Cailaco,404,Purugua,40407,40407032
98,Bobonaro,Cailaco,404,Purugua,40407,40407042
99,Bobonaro,Cailaco,404,Atudara,40401,40401012
100,Bobonaro,Cailaco,404,Atudara,40401,40401022
101,Bobonaro,Cailaco,404,Meligo,40406,40406012
102,Bobonaro,Cailaco,404,Meligo,40406,40406022
103,Bobonaro,Cailaco,404,Meligo,40406,40406032
104,Bobonaro,Cailaco,404,Meligo,40406,40406052
105,Bobonaro,Cailaco,404,Manapa,40405,40405012
106,Bobonaro,Cailaco,404,Manapa,40405,40405032
107,Bobonaro,Cailaco,404,Dau Udo,40402,40402022
108,Bobonaro,Cailaco,404,Guenu Lai,40404,40404022
109,Bobonaro,Cailaco,404,Raiheu,40408,40408022
110,Bobonaro,Cailaco,404,Goulolo,40403,40403012
111,Bobonaro,Cailaco,404,Goulolo,40403,40403022
112,Bobonaro,Bobonaro,403,Cota Bo'ot,40306,40306012
113,Bobonaro,Bobonaro,403,Carabau,40304,40304012
114,Bobonaro,Bobonaro,403,Carabau,40304,40304022
115,Bobonaro,Bobonaro,403,Carabau,40304,40304042
116,Bobonaro,Bobonaro,403,Carabau,40304,40304052
117,Bobonaro,Bobonaro,403,Molop,40313,40313012
118,Bobonaro,Bobonaro,403,Molop,40313,40313022
119,Bobonaro,Bobonaro,403,Molop,40313,40313032
120,Bobonaro,Bobonaro,403,Leber,40308,40308012
121,Bobonaro,Bobonaro,403,Leber,40308,40308052
122,Bobonaro,Bobonaro,403,Sibuni,40315,40315012
123,Bobonaro,Bobonaro,403,Sibuni,40315,40315022
124,Bobonaro,Bobonaro,403,Sibuni,40315,40315032
125,Bobonaro,Bobonaro,403,Lour,40309,40309012
126,Bobonaro,Bobonaro,403,Lour,40309,40309022
127,Bobonaro,Bobonaro,403,Lour,40309,40309032
128,Bobonaro,Bobonaro,403,Ai-Assa,40301,40301012
129,Bobonaro,Bobonaro,403,Ai-Assa,40301,40301022
130,Bobonaro,Bobonaro,403,Ai-Assa,40301,40301052
131,Bobonaro,Bobonaro,403,Tapo,40317,40317022
132,Bobonaro,Bobonaro,403,Oeleo,40314,40314012
133,Bobonaro,Bobonaro,403,Bobonaro,40303,40303012
134,Bobonaro,Bobonaro,403,Bobonaro,40303,40303042
135,Bobonaro,Bobonaro,403,Bobonaro,40303,40303032
136,Bobonaro,Bobonaro,403,Malilait,40312,40312012
137,Bobonaro,Bobonaro,403,Malilait,40312,40312032
138,Bobonaro,Bobonaro,403,Lourba,40310,40310012
139,Bobonaro,Bobonaro,403,Lourba,40310,40310032
140,Bobonaro,Bobonaro,403,Atu-Aben,40302,40302022
141,Bobonaro,Bobonaro,403,Ilat-Laun,40307,40307012
142,Bobonaro,Bobonaro,403,Soileco,40316,40316012
143,Bobonaro,Bobonaro,403,Tebabui,40318,40318022
144,Bobonaro,Bobonaro,403,Maliubu,40311,40311012
145,Bobonaro,Bobonaro,403,Maliubu,40311,40311022
146,Bobonaro,Bobonaro,403,Colimau,40305,40305012
147,Bobonaro,Bobonaro,403,Colimau,40305,40305022
148,Bobonaro,Bobonaro,403,Soileco,40316,40316032
149,Bobonaro,Bobonaro,403,Atu-Aben,40302,40302032
150,Bobonaro,Bobonaro,403,Bobonaro,40303,40303022
151,Bobonaro,Bobonaro,403,Ai-Assa,40301,40301042
152,Bobonaro,Bobonaro,403,Oeleo,40314,40314032
153,Bobonaro,Bobonaro,403,Malilait,40312,40312022
154,Bobonaro,Bobonaro,403,Tebabui,40318,40318032
155,Bobonaro,Bobonaro,403,Leber,40308,40308042
156,Bobonaro,Bobonaro,403,Leber,40308,40308022
157,Bobonaro,Bobonaro,403,Molop,40313,40313052
158,Bobonaro,Maliana,406,Holsa,40601,40601012
159,Bobonaro,Maliana,406,Holsa,40601,40601022
160,Bobonaro,Maliana,406,Holsa,40601,40601032
161,Bobonaro,Maliana,406,Holsa,40601,40601041
162,Bobonaro,Maliana,406,Holsa,40601,40601052
163,Bobonaro,Maliana,406,Holsa,40601,40601061
164,Bobonaro,Maliana,406,Holsa,40601,40601101
165,Bobonaro,Maliana,406,Holsa,40601,40601081
166,Bobonaro,Maliana,406,Holsa,40601,40601091
167,Bobonaro,Maliana,406,Lahomea,40602,40602061
168,Bobonaro,Maliana,406,Lahomea,40602,40602022
169,Bobonaro,Maliana,406,Lahomea,40602,40602032
170,Bobonaro,Maliana,406,Lahomea,40602,40602041
171,Bobonaro,Maliana,406,Lahomea,40602,40602051
172,Bobonaro,Maliana,406,Lahomea,40602,40602071
173,Bobonaro,Maliana,406,Odomau,40603,40603081
174,Bobonaro,Maliana,406,Odomau,40603,40603011
175,Bobonaro,Maliana,406,Odomau,40603,40603021
176,Bobonaro,Maliana,406,Odomau,40603,40603031
177,Bobonaro,Maliana,406,Odomau,40603,40603051
178,Bobonaro,Maliana,406,Odomau,40603,40603061
179,Bobonaro,Maliana,406,Odomau,40603,40603071
180,Bobonaro,Maliana,406,Raifun,40604,40604012
181,Bobonaro,Maliana,406,Raifun,40604,40604022
182,Bobonaro,Maliana,406,Ritabou,40605,40605012
183,Bobonaro,Maliana,406,Ritabou,40605,40605022
184,Bobonaro,Maliana,406,Ritabou,40605,40605032
185,Bobonaro,Maliana,406,Ritabou,40605,40605042
186,Bobonaro,Maliana,406,Ritabou,40605,40605051
187,Bobonaro,Maliana,406,Ritabou,40605,40605061
188,Bobonaro,Maliana,406,Ritabou,40605,40605071
189,Bobonaro,Maliana,406,Ritabou,40605,40605082
190,Bobonaro,Maliana,406,Ritabou,40605,40605092
191,Bobonaro,Maliana,406,Ritabou,40605,40605102
192,Bobonaro,Maliana,406,Ritabou,40605,40605112
193,Bobonaro,Maliana,406,Ritabou,40605,40605132
194,Bobonaro,Maliana,406,Saburai,40606,40606012
195,Bobonaro,Maliana,406,Saburai,40606,40606022
196,Bobonaro,Maliana,406,Saburai,40606,40606032
197,Bobonaro,Maliana,406,Saburai,40606,40606042
198,Bobonaro,Maliana,406,Saburai,40606,40606052
199,Bobonaro,Maliana,406,Saburai,40606,40606062
200,Bobonaro,Maliana,406,Saburai,40606,40606072
201,Bobonaro,Maliana,406,Tapo/Memo,40607,40607012
202,Bobonaro,Maliana,406,Tapo/Memo,40607,40607022
203,Bobonaro,Maliana,406,Tapo/Memo,40607,40607042
204,Bobonaro,Maliana,406,Tapo/Memo,40607,40607082
205,Bobonaro,Maliana,406,Tapo/Memo,40607,40607052
206,Bobonaro,Maliana,406,Tapo/Memo,40607,40607062
207,Bobonaro,Maliana,406,Tapo/Memo,40607,40607072
208,Bobonaro,Lolotoe,405,Deudet,40501,40501022
209,Bobonaro,Lolotoe,405,Deudet,40501,40501052
210,Bobonaro,Lolotoe,405,Deudet,40501,40501042
211,Bobonaro,Lolotoe,405,Opa,40507,40507012
212,Bobonaro,Lolotoe,405,Opa,40507,40507042
213,Bobonaro,Lolotoe,405,Opa,40507,40507032
214,Bobonaro,Lolotoe,405,Opa,40507,40507062
215,Bobonaro,Lolotoe,405,Opa,40507,40507052
216,Bobonaro,Lolotoe,405,Lupal,40506,40506012
217,Bobonaro,Lolotoe,405,Lupal,40506,40506022
218,Bobonaro,Lolotoe,405,Lupal,40506,40506032
219,Bobonaro,Lolotoe,405,Guda,40503,40503012
220,Bobonaro,Lolotoe,405,Guda,40503,40503022
221,Bobonaro,Lolotoe,405,Guda,40503,40503042
222,Bobonaro,Lolotoe,405,Gildapil,40502,40502012
223,Bobonaro,Lolotoe,405,Gildapil,40502,40502032
224,Bobonaro,Lolotoe,405,Lebos,40504,40504012
225,Bobonaro,Lolotoe,405,Lebos,40504,40504022
226,Bobonaro,Lolotoe,405,Lebos,40504,40504032
227,Bobonaro,Lolotoe,405,Lontas,40505,40505012
228,Bobonaro,Lolotoe,405,Lontas,40505,40505022
229,Bobonaro,Atabae,401,Aidabaleten,40101,40101072
230,Manatuto,Barique,1001,Uma Boco,100105,100105032
231,Manatuto,Laclo,1002,Uma Naruc,100204,100204032
232,Manatuto,Laclubar,1003,Batara,100301,100301052
233,Manatuto,Manatuto,1005,Cribas,100503,100503042
234,Manatuto,Soibada,1006,Fatumaquerec,100601,100601022
235,Manatuto,Laclo,1002,Uma Caduak,100203,100203072
236,Manatuto,Laclo,1002,Lacumesac,100202,100202022
237,Manatuto,Laclo,1002,Hohorai,100201,100201022
238,Manatuto,Laleia,1004,Haturalan,100402,100402032
239,Manatuto,Laleia,1004,Lifau,100403,100403022
240,Manatuto,Manatuto,1005,Sau,100506,100506062
241,Manatuto,Manatuto,1005,Iliheu,100504,100504022
242,Manatuto,Manatuto,1005,Ailili,100501,100501032
243,Manatuto,Manatuto,1005,Ma'Abat,100505,100505022
244,Manatuto,Manatuto,1005,Aiteas,100502,100502062
245,Manatuto,Soibada,1006,Leo-Hat,100602,100602022
246,Manatuto,Soibada,1006,Samoro,100605,100605012
247,Manatuto,Soibada,1006,Manlala,100603,100603012
248,Manatuto,Soibada,1006,Maun-Fahe,100604,100604012
249,Manatuto,Laclubar,1003,Fatumaquerec,100302,100302022
250,Manatuto,Laclubar,1003,Manelima,100304,100304052
251,Manatuto,Laclubar,1003,Orlalan,100305,100305062
252,Manatuto,Laclubar,1003,Sananain,100306,100306022
253,Manatuto,Barique,1001,Barique,100103,100103012
254,Manatuto,Barique,1001,Manehat,100104,100104022
255,Manatuto,Barique,1001,Aubeon,100102,100102042
256,Manatuto,Barique,1001,Fatuwaque,100101,100101032
257,Manatuto,Laleia,1004,Cairui,100401,100401052
258,Manatuto,Laclubar,1003,Funar,100303,100303032
259,Manatuto,Barique,1001,Fatuwaque,100101,100101012
260,Manatuto,Barique,1001,Fatuwaque,100101,100101022
261,Manatuto,Barique,1001,Aubeon,100102,100102012
262,Manatuto,Barique,1001,Aubeon,100102,100102022
263,Manatuto,Barique,1001,Aubeon,100102,100102032
264,Manatuto,Barique,1001,Barique,100103,100103022
265,Manatuto,Barique,1001,Manehat,100104,100104012
266,Manatuto,Barique,1001,Uma Boco,100105,100105012
267,Manatuto,Barique,1001,Uma Boco,100105,100105022
268,Manatuto,Manatuto,1005,Iliheu,100504,100504032
269,Manatuto,Laclo,1002,Hohorai,100201,100201032
270,Manatuto,Laclo,1002,Hohorai,100201,100201012
271,Manatuto,Laclo,1002,Lacumesac,100202,100202032
272,Manatuto,Laclo,1002,Lacumesac,100202,100202042
273,Manatuto,Laclo,1002,Lacumesac,100202,100202012
274,Manatuto,Laclo,1002,Uma Caduak,100203,100203032
275,Manatuto,Laclo,1002,Uma Caduak,100203,100203042
276,Manatuto,Laclo,1002,Uma Caduak,100203,100203022
277,Manatuto,Laclo,1002,Uma Caduak,100203,100203012
278,Manatuto,Laclo,1002,Uma Caduak,100203,100203062
279,Manatuto,Laclo,1002,Uma Caduak,100203,100203052
280,Manatuto,Laclo,1002,Uma Naruc,100204,100204012
281,Manatuto,Laclo,1002,Uma Naruc,100204,100204022
282,Manatuto,Laclubar,1003,Batara,100301,100301042
283,Manatuto,Laclubar,1003,Sananain,100306,100306012
284,Manatuto,Laleia,1004,Cairui,100401,100401012
285,Manatuto,Laleia,1004,Cairui,100401,100401022
286,Manatuto,Laleia,1004,Cairui,100401,100401032
287,Manatuto,Laleia,1004,Cairui,100401,100401042
288,Manatuto,Laleia,1004,Haturalan,100402,100402012
289,Manatuto,Laleia,1004,Haturalan,100402,100402022
290,Manatuto,Laleia,1004,Lifau,100403,100403012
291,Manatuto,Manatuto,1005,Aiteas,100502,100502072
292,Manatuto,Manatuto,1005,Ailili,100501,100501011
293,Manatuto,Manatuto,1005,Aiteas,100502,100502011
294,Manatuto,Manatuto,1005,Aiteas,100502,100502021
295,Manatuto,Manatuto,1005,Aiteas,100502,100502031
296,Manatuto,Manatuto,1005,Aiteas,100502,100502041
297,Manatuto,Manatuto,1005,Aiteas,100502,100502052
298,Manatuto,Manatuto,1005,Cribas,100503,100503012
299,Manatuto,Laclubar,1003,Batara,100301,100301012
300,Manatuto,Laclubar,1003,Batara,100301,100301022
301,Manatuto,Laclubar,1003,Batara,100301,100301032
302,Manatuto,Laclubar,1003,Fatumaquerec,100302,100302012
303,Manatuto,Laclubar,1003,Funar,100303,100303022
304,Manatuto,Laclubar,1003,Funar,100303,100303012
305,Manatuto,Laclubar,1003,Manelima,100304,100304012
306,Manatuto,Laclubar,1003,Manelima,100304,100304022
307,Manatuto,Laclubar,1003,Manelima,100304,100304032
308,Manatuto,Laclubar,1003,Manelima,100304,100304042
309,Manatuto,Laclubar,1003,Orlalan,100305,100305072
310,Manatuto,Laclubar,1003,Orlalan,100305,100305052
311,Manatuto,Laclubar,1003,Orlalan,100305,100305042
312,Manatuto,Laclubar,1003,Orlalan,100305,100305032
313,Manatuto,Laclubar,1003,Orlalan,100305,100305012
314,Manatuto,Laclubar,1003,Orlalan,100305,100305022
315,Oecusse,Pante Macassar,1203,Costa,120302,120302262
316,Oecusse,Pante Macassar,1203,Costa,120302,120302232
317,Oecusse,Pante Macassar,1203,Costa,120302,120302041
318,Oecusse,Pante Macassar,1203,Costa,120302,120302051
319,Oecusse,Pante Macassar,1203,Costa,120302,120302061
320,Oecusse,Pante Macassar,1203,Costa,120302,120302071
321,Oecusse,Pante Macassar,1203,Costa,120302,120302091
322,Oecusse,Pante Macassar,1203,Costa,120302,120302101
323,Oecusse,Pante Macassar,1203,Costa,120302,120302121
324,Oecusse,Pante Macassar,1203,Costa,120302,120302111
325,Oecusse,Pante Macassar,1203,Costa,120302,120302021
326,Oecusse,Pante Macassar,1203,Costa,120302,120302131
327,Oecusse,Pante Macassar,1203,Costa,120302,120302191
328,Oecusse,Pante Macassar,1203,Costa,120302,120302171
329,Oecusse,Pante Macassar,1203,Costa,120302,120302141
330,Oecusse,Pante Macassar,1203,Costa,120302,120302151
331,Oecusse,Pante Macassar,1203,Costa,120302,120302181
332,Dili,Atauro,601,Biqueli,60102,60102022
333,Dili,Nain Feto,605,Acadiru Hun,60501,60501031
334,Dili,Cristo Rei,602,Culu Hun,60205,60205061
335,Dili,Nain Feto,605,Gricenfor,60504,60504011
336,Dili,Atauro,601,Vila Maumeta,60105,60105012
337,Dili,Atauro,601,Maquili,60104,60104012
338,Dili,Cristo Rei,602,Hera,60206,60206132
339,Dili,Vera Cruz,606,Motael,60606,60606011
340,Dili,Nain Feto,605,Bemori,60502,60502011
341,Dili,Cristo Rei,602,Balibar,60201,60201032
342,Dili,Metinaro,604,Duyung,60401,60401032
343,Dili,Atauro,601,Beloi,60101,60101052
344,Dili,Atauro,601,Beloi,60101,60101032
345,Dili,Atauro,601,Beloi,60101,60101042
346,Dili,Atauro,601,Beloi,60101,60101012
347,Dili,Atauro,601,Biqueli,60102,60102012
348,Dili,Atauro,601,Biqueli,60102,60102032
349,Dili,Atauro,601,Biqueli,60102,60102042
350,Dili,Dom Aleixo,603,Fatuhada,60303,60303031
351,Dili,Dom Aleixo,603,Fatuhada,60303,60303051
352,Dili,Dom Aleixo,603,Fatuhada,60303,60303061
353,Dili,Dom Aleixo,603,Fatuhada,60303,60303071
354,Dili,Dom Aleixo,603,Fatuhada,60303,60303091
355,Dili,Dom Aleixo,603,Fatuhada,60303,60303101
356,Dili,Dom Aleixo,603,Fatuhada,60303,60303111
357,Dili,Dom Aleixo,603,Fatuhada,60303,60303121
358,Dili,Dom Aleixo,603,Kampung Alor,60304,60304021
359,Dili,Dom Aleixo,603,Kampung Alor,60304,60304011
360,Dili,Dom Aleixo,603,Kampung Alor,60304,60304031
361,Dili,Metinaro,604,Duyung,60401,60401052
362,Dili,Metinaro,604,Duyung,60401,60401012
363,Dili,Metinaro,604,Duyung,60401,60401042
364,Dili,Metinaro,604,Duyung,60401,60401022
365,Dili,Metinaro,604,Sabuli,60402,60402022
366,Dili,Metinaro,604,Sabuli,60402,60402012
367,Ermera,Hatulia,703,Ailelo,70302,70302012
368,Ermera,Hatulia,703,Ailelo,70302,70302022
369,Ermera,Hatulia,703,Ailelo,70302,70302042
370,Ermera,Hatulia,703,Ailelo,70302,70302052
371,Ermera,Hatulia,703,Ailelo,70302,70302062
372,Ermera,Hatulia,703,Ailelo,70302,70302072
373,Ermera,Hatulia,703,Coliate-Leotelo,70303,70303012
374,Ermera,Hatulia,703,Coliate-Leotelo,70303,70303022
375,Ermera,Hatulia,703,Coliate-Leotelo,70303,70303032
376,Ermera,Hatulia,703,Coliate-Leotelo,70303,70303042
377,Ermera,Hatulia,703,Coliate-Leotelo,70303,70303052
378,Ermera,Hatulia,703,Coliate-Leotelo,70303,70303062
379,Ermera,Hatulia,703,Coliate-Leotelo,70303,70303072
380,Ermera,Hatulia,703,Fatubessi,70304,70304012
381,Ermera,Hatulia,703,Fatubessi,70304,70304022
382,Ermera,Hatulia,703,Fatubessi,70304,70304032
383,Ermera,Hatulia,703,Fatubessi,70304,70304042
384,Ermera,Letefoho,704,Ducurai,70402,70402142
385,Ermera,Letefoho,704,Ducurai,70402,70402072
386,Ermera,Letefoho,704,Ducurai,70402,70402082
387,Ermera,Letefoho,704,Ducurai,70402,70402052
388,Ermera,Letefoho,704,Ducurai,70402,70402012
389,Ermera,Letefoho,704,Ducurai,70402,70402062
390,Ermera,Letefoho,704,Ducurai,70402,70402042
391,Ermera,Letefoho,704,Ducurai,70402,70402032
392,Ermera,Letefoho,704,Ducurai,70402,70402092
393,Ermera,Letefoho,704,Ducurai,70402,70402102
394,Ermera,Letefoho,704,Ducurai,70402,70402112
395,Ermera,Letefoho,704,Ducurai,70402,70402122
396,Ermera,Letefoho,704,Ducurai,70402,70402132
397,Ermera,Letefoho,704,Eraulo,70403,70403012
398,Ermera,Letefoho,704,Eraulo,70403,70403022
399,Ermera,Letefoho,704,Eraulo,70403,70403032
400,Ermera,Letefoho,704,Eraulo,70403,70403052
401,Ermera,Letefoho,704,Eraulo,70403,70403062
402,Lautém,Lospalos,803,Lore 2,80307,80307032
403,Lautém,Lospalos,803,Fuiloro,80303,80303172
404,Lautém,Lospalos,803,Fuiloro,80303,80303181
405,Lautém,Lospalos,803,Fuiloro,80303,80303192
406,Lautém,Lospalos,803,Fuiloro,80303,80303201
407,Lautém,Lospalos,803,Fuiloro,80303,80303211
408,Lautém,Lospalos,803,Fuiloro,80303,80303221
409,Lautém,Lospalos,803,Fuiloro,80303,80303231
410,Lautém,Lospalos,803,Fuiloro,80303,80303241
411,Lautém,Lospalos,803,Fuiloro,80303,80303252
412,Lautém,Lospalos,803,Fuiloro,80303,80303261
413,Lautém,Lospalos,803,Fuiloro,80303,80303271
414,Lautém,Lospalos,803,Fuiloro,80303,80303281
415,Lautém,Luro,804,Afabubu,80401,80401022
416,Lautém,Luro,804,Cotamutu,80403,80403012
417,Lautém,Luro,804,Cotamutu,80403,80403022
418,Lautém,Luro,804,Cotamutu,80403,80403032
419,Lautém,Luro,804,Cotamutu,80403,80403042
420,Manatuto,Manatuto,1005,Cribas,100503,100503022
421,Manatuto,Manatuto,1005,Cribas,100503,100503032
422,Manatuto,Manatuto,1005,Cribas,100503,100503052
423,Manatuto,Manatuto,1005,Iliheu,100504,100504012
424,Manatuto,Manatuto,1005,Ma'Abat,100505,100505012
425,Manatuto,Manatuto,1005,Sau,100506,100506012
426,Manatuto,Manatuto,1005,Sau,100506,100506022
427,Manatuto,Manatuto,1005,Sau,100506,100506032
428,Manatuto,Manatuto,1005,Sau,100506,100506042
429,Manatuto,Manatuto,1005,Sau,100506,100506052
430,Manatuto,Soibada,1006,Fatumaquerec,100601,100601012
431,Manatuto,Soibada,1006,Leo-Hat,100602,100602012
432,Manufahi,Alas,1101,Dotik,110102,110102042
433,Manufahi,Fatuberlio,1102,Clacuc,110203,110203052
434,Manufahi,Same,1103,Tutuluro,110308,110308032
435,Manufahi,Turiscai,1104,Mindelo,110410,110410012
436,Manufahi,Turiscai,1104,Lessuata,110406,110406012
437,Manufahi,Turiscai,1104,Liurai,110407,110407022
438,Manufahi,Turiscai,1104,Caimauc,110403,110403012
439,Manufahi,Turiscai,1104,Matorec,110409,110409022
440,Manufahi,Turiscai,1104,Foholau,110405,110405022
441,Manufahi,Turiscai,1104,Orana,110411,110411022
442,Manufahi,Turiscai,1104,Manumera,110408,110408032
443,Manufahi,Turiscai,1104,Beremana,110402,110402032
444,Manufahi,Turiscai,1104,Aitemua,110401,110401032
445,Manufahi,Same,1103,Betano,110302,110302082
446,Manufahi,Alas,1101,Aituha,110101,110101012
447,Manufahi,Alas,1101,Taitudac,110104,110104052
448,Manufahi,Alas,1101,Uma Berloic,110105,110105032
449,Manufahi,Alas,1101,Mahaquidan,110103,110103042
450,Manufahi,Fatuberlio,1102,Fahinehan,110204,110204022
451,Manufahi,Fatuberlio,1102,Bubussuso,110201,110201022
452,Manufahi,Fatuberlio,1102,Fatukahi,110205,110205022
453,Manufahi,Same,1103,Rotuto,110307,110307032
454,Manufahi,Same,1103,Grotu,110304,110304032
455,Manufahi,Same,1103,Dai-Sua,110303,110303062
456,Manufahi,Same,1103,Babulo,110301,110301052
457,Manufahi,Same,1103,Letefoho,110306,110306132
458,Manufahi,Same,1103,Holarua,110305,110305122
459,Manufahi,Turiscai,1104,Fatucalo,110404,110404022
460,Manufahi,Turiscai,1104,Fatucalo,110404,110404012
461,Manufahi,Turiscai,1104,Fatucalo,110404,110404032
462,Manufahi,Turiscai,1104,Lessuata,110406,110406022
463,Manufahi,Turiscai,1104,Liurai,110407,110407012
464,Manufahi,Turiscai,1104,Liurai,110407,110407032
465,Manufahi,Turiscai,1104,Caimauc,110403,110403022
466,Manufahi,Turiscai,1104,Manumera,110408,110408012
467,Manufahi,Turiscai,1104,Manumera,110408,110408022
468,Manufahi,Turiscai,1104,Aitemua,110401,110401012
469,Manufahi,Turiscai,1104,Aitemua,110401,110401022
470,Manufahi,Turiscai,1104,Beremana,110402,110402012
471,Manufahi,Turiscai,1104,Beremana,110402,110402022
472,Manufahi,Turiscai,1104,Matorec,110409,110409012
473,Manufahi,Turiscai,1104,Foholau,110405,110405012
474,Manufahi,Turiscai,1104,Orana,110411,110411012
475,Manufahi,Same,1103,Holarua,110305,110305012
