Number,district_n,subdistr,statistics,suco_name,stat_sucoc,ea_codes
938,Aileu,Aileu Vila,101,Seloi Craic,10109,10109022
939,Aileu,Aileu Vila,101,Seloi Craic,10109,10109032
940,Aileu,Aileu Vila,101,Seloi Craic,10109,10109042
941,Aileu,Aileu Vila,101,Seloi Craic,10109,10109052
942,Aileu,Aileu Vila,101,Seloi Craic,10109,10109062
943,Aileu,Aileu Vila,101,Seloi Craic,10109,10109072
944,Aileu,Aileu Vila,101,Seloi Craic,10109,10109082
945,Aileu,Aileu Vila,101,Seloi Malere,10110,10110092
946,Aileu,Aileu Vila,101,Seloi Malere,10110,10110102
947,Aileu,Aileu Vila,101,Seloi Malere,10110,10110012
948,Aileu,Aileu Vila,101,Seloi Malere,10110,10110071
949,Aileu,Aileu Vila,101,Seloi Malere,10110,10110062
950,Aileu,Aileu Vila,101,Seloi Malere,10110,10110051
951,Aileu,Aileu Vila,101,Seloi Malere,10110,10110022
952,Aileu,Aileu Vila,101,Seloi Malere,10110,10110031
953,Aileu,Aileu Vila,101,Seloi Malere,10110,10110042
954,Aileu,Aileu Vila,101,Suco Liurai,10111,10111011
955,Aileu,Aileu Vila,101,Suco Liurai,10111,10111042
956,Aileu,Aileu Vila,101,Suco Liurai,10111,10111022
957,Aileu,Aileu Vila,101,Suco Liurai,10111,10111032
958,Aileu,Aileu Vila,101,Suco Liurai,10111,10111052
959,Aileu,Aileu Vila,101,Suco Liurai,10111,10111092
960,Aileu,Aileu Vila,101,Suco Liurai,10111,10111062
961,Aileu,Aileu Vila,101,Suco Liurai,10111,10111072
962,Aileu,Laulara,102,Cotolau,10201,10201012
963,Aileu,Laulara,102,Cotolau,10201,10201032
964,Aileu,Laulara,102,Fatisi,10202,10202012
965,Aileu,Laulara,102,Fatisi,10202,10202022
966,Aileu,Laulara,102,Madabeno,10203,10203012
967,Aileu,Laulara,102,Madabeno,10203,10203032
968,Aileu,Laulara,102,Madabeno,10203,10203042
969,Aileu,Laulara,102,Talitu,10204,10204022
970,Aileu,Laulara,102,Talitu,10204,10204032
971,Aileu,Laulara,102,Talitu,10204,10204042
972,Aileu,Laulara,102,Talitu,10204,10204052
973,Aileu,Laulara,102,Tohumeta,10205,10205012
974,Aileu,Lequidoe,103,Acubilitoho,10301,10301012
975,Aileu,Lequidoe,103,Acubilitoho,10301,10301022
976,Aileu,Lequidoe,103,Acubilitoho,10301,10301042
977,Aileu,Lequidoe,103,Bereleu,10302,10302012
978,Aileu,Lequidoe,103,Bereleu,10302,10302022
979,Aileu,Lequidoe,103,Betulau,10303,10303012
980,Aileu,Lequidoe,103,Fahisoi,10304,10304012
981,Aileu,Lequidoe,103,Fahisoi,10304,10304022
982,Aileu,Lequidoe,103,Fahisoi,10304,10304032
983,Aileu,Lequidoe,103,Faturilau,10305,10305022
984,Aileu,Lequidoe,103,Faturilau,10305,10305032
985,Aileu,Lequidoe,103,Manucassa,10306,10306012
986,Aileu,Lequidoe,103,Namolesso,10307,10307012
987,Aileu,Lequidoe,103,Namolesso,10307,10307032
988,Aileu,Remexio,104,Acumau,10401,10401012
989,Aileu,Remexio,104,Acumau,10401,10401032
990,Aileu,Remexio,104,Acumau,10401,10401042
991,Aileu,Remexio,104,Acumau,10401,10401052
992,Aileu,Remexio,104,Acumau,10401,10401062
993,Aileu,Remexio,104,Fadabloco,10402,10402012
994,Aileu,Remexio,104,Fadabloco,10402,10402032
995,Aileu,Remexio,104,Fadabloco,10402,10402042
996,Aileu,Remexio,104,Fahisoi,10403,10403022
997,Aileu,Remexio,104,Fahisoi,10403,10403032
998,Aileu,Remexio,104,Faturasa,10404,10404012
999,Aileu,Remexio,104,Hautoho,10405,10405012
1000,Aileu,Remexio,104,Maumeta,10406,10406012
1001,Aileu,Remexio,104,Suco Liurai,10407,10407022
1002,Aileu,Remexio,104,Tulataqueo,10408,10408012
1003,Aileu,Remexio,104,Tulataqueo,10408,10408032
1004,Aileu,Remexio,104,Tulataqueo,10408,10408042
1005,Ainaro,Ainaro,201,Soro,20106,20106022
1006,Ainaro,Ainaro,201,Cassa,20102,20102052
1007,Ainaro,Ainaro,201,Mau-Nuno,20104,20104032
1008,Ainaro,Ainaro,201,Suro-Craic,20107,20107012
1009,Ainaro,Ainaro,201,Mau-Ulo,20105,20105012
1010,Ainaro,Ainaro,201,Ainaro,20101,20101122
1011,Ainaro,Ainaro,201,Manutaci,20103,20103052
1012,Ainaro,Maubisse,204,Aituto,20401,20401062
1013,Ainaro,Maubisse,204,Fatubessi,20403,20403012
1014,Ainaro,Maubisse,204,Manelobas,20406,20406012
1015,Ainaro,Maubisse,204,Manetú,20407,20407032
1016,Ainaro,Maubisse,204,Edi,20402,20402052
1017,Ainaro,Maubisse,204,Liurai,20405,20405022
1018,Ainaro,Maubisse,204,Horai-Quic,20404,20404032
1019,Ainaro,Maubisse,204,Maubisse,20408,20408011
1020,Ainaro,Hato-Builico,203,Mulo,20302,20302102
1021,Ainaro,Hato-Builico,203,Mauchiga,20301,20301022
1022,Ainaro,Hato-Builico,203,Nuno-Mogue,20303,20303052
1023,Ainaro,Hato-Udo,202,Leolima,20202,20202122
1024,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201112
1025,Ainaro,Maubisse,204,Maulau,20409,20409042
1026,Ainaro,Maubisse,204,Maulau,20409,20409022
1027,Ainaro,Maubisse,204,Maulau,20409,20409012
1028,Ainaro,Maubisse,204,Maulau,20409,20409052
1029,Ainaro,Maubisse,204,Maulau,20409,20409032
1030,Ainaro,Maubisse,204,Edi,20402,20402012
1031,Ainaro,Maubisse,204,Edi,20402,20402032
1032,Ainaro,Maubisse,204,Maulau,40902,20409062
1033,Ainaro,Maubisse,204,Edi,20402,20402022
1034,Ainaro,Maubisse,204,Edi,20402,20402042
1035,Ainaro,Maubisse,204,Fatubessi,20403,20403022
1036,Ainaro,Maubisse,204,Fatubessi,20403,20403032
1037,Ainaro,Maubisse,204,Horai-Quic,20404,20404052
1038,Ainaro,Maubisse,204,Horai-Quic,20404,20404042
1039,Ainaro,Maubisse,204,Horai-Quic,20404,20404022
1040,Ainaro,Maubisse,204,Horai-Quic,20404,20404012
1041,Ainaro,Maubisse,204,Liurai,20405,20405012
1042,Ainaro,Maubisse,204,Manelobas,20406,20406032
1043,Ainaro,Maubisse,204,Manelobas,20406,20406022
1044,Ainaro,Maubisse,204,Manetú,20407,20407012
1045,Ainaro,Maubisse,204,Manetú,20407,20407022
1046,Ainaro,Maubisse,204,Manetú,20407,20407042
1047,Ainaro,Maubisse,204,Maubisse,20408,20408122
1048,Ainaro,Maubisse,204,Maubisse,20408,20408112
1049,Ainaro,Maubisse,204,Maubisse,20408,20408092
1050,Ainaro,Maubisse,204,Maubisse,20408,20408102
1051,Ainaro,Maubisse,204,Maubisse,20408,20408071
1052,Ainaro,Maubisse,204,Maubisse,20408,20408062
1053,Ainaro,Maubisse,204,Maubisse,20408,20408021
1054,Ainaro,Maubisse,204,Maubisse,20408,20408031
1055,Ainaro,Maubisse,204,Maubisse,20408,20408052
1056,Ainaro,Maubisse,204,Maubisse,20408,20408041
1057,Ainaro,Maubisse,204,Maubisse,20408,20408082
1058,Ainaro,Ainaro,201,Ainaro,20101,20101011
1059,Ainaro,Ainaro,201,Ainaro,20101,20101021
1060,Ainaro,Ainaro,201,Ainaro,20101,20101031
1061,Ainaro,Ainaro,201,Ainaro,20101,20101041
1062,Ainaro,Ainaro,201,Ainaro,20101,20101051
1063,Ainaro,Ainaro,201,Ainaro,20101,20101061
1064,Ainaro,Ainaro,201,Ainaro,20101,20101071
1065,Ainaro,Ainaro,201,Ainaro,20101,20101081
1066,Ainaro,Ainaro,201,Ainaro,20101,20101092
1067,Ainaro,Ainaro,201,Ainaro,20101,20101112
1068,Ainaro,Ainaro,201,Ainaro,20101,20101102
1069,Ainaro,Ainaro,201,Cassa,20102,20102012
1070,Ainaro,Ainaro,201,Cassa,20102,20102022
1071,Ainaro,Ainaro,201,Cassa,20102,20102032
1072,Ainaro,Ainaro,201,Cassa,20102,20102042
1073,Ainaro,Ainaro,201,Cassa,20102,20102062
1074,Ainaro,Ainaro,201,Manutaci,20103,20103012
1075,Ainaro,Ainaro,201,Manutaci,20103,20103022
1076,Ainaro,Ainaro,201,Manutaci,20103,20103032
1077,Ainaro,Ainaro,201,Manutaci,20103,20103042
1078,Ainaro,Ainaro,201,Mau-Nuno,20104,20104012
1079,Ainaro,Ainaro,201,Mau-Nuno,20104,20104022
1080,Ainaro,Ainaro,201,Soro,20106,20106012
1081,Ainaro,Ainaro,201,Soro,20106,20106032
1082,Ainaro,Ainaro,201,Soro,20106,20106042
1083,Ainaro,Ainaro,201,Suro-Craic,20107,20107022
1084,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201012
1085,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201022
1086,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201032
1087,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201042
1088,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201052
1089,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201062
1090,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201072
1091,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201082
1092,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201092
1093,Ainaro,Hato-Udo,202,Foho-Ai-Lico,20201,20201102
1094,Ainaro,Hato-Udo,202,Leolima,20202,20202112
1095,Ainaro,Hato-Udo,202,Leolima,20202,20202102
1096,Ainaro,Hato-Udo,202,Leolima,20202,20202052
1097,Ainaro,Hato-Udo,202,Leolima,20202,20202062
1098,Ainaro,Hato-Udo,202,Leolima,20202,20202032
1099,Ainaro,Hato-Udo,202,Leolima,20202,20202042
1100,Ainaro,Hato-Udo,202,Leolima,20202,20202092
1101,Ainaro,Hato-Udo,202,Leolima,20202,20202012
1102,Ainaro,Hato-Udo,202,Leolima,20202,20202022
1103,Ainaro,Hato-Udo,202,Leolima,20202,20202072
1104,Ainaro,Hato-Udo,202,Leolima,20202,20202082
1105,Ainaro,Hato-Builico,203,Mauchiga,20301,20301052
1106,Ainaro,Hato-Builico,203,Mauchiga,20301,20301042
1107,Ainaro,Hato-Builico,203,Mauchiga,20301,20301032
1108,Ainaro,Hato-Builico,203,Mauchiga,20301,20301012
1109,Ainaro,Hato-Builico,203,Mulo,20302,20302012
1110,Ainaro,Hato-Builico,203,Mulo,20302,20302022
1111,Ainaro,Hato-Builico,203,Mulo,20302,20302122
1112,Ainaro,Hato-Builico,203,Mulo,20302,20302032
1113,Ainaro,Hato-Builico,203,Mulo,20302,20302042
1114,Ainaro,Hato-Builico,203,Mulo,20302,20302052
1115,Ainaro,Hato-Builico,203,Mulo,20302,20302132
1116,Ainaro,Hato-Builico,203,Mulo,20302,20302062
1117,Ainaro,Hato-Builico,203,Mulo,20302,20302072
1118,Ainaro,Hato-Builico,203,Mulo,20302,20302082
1119,Ainaro,Hato-Builico,203,Mulo,20302,20302092
1120,Ainaro,Hato-Builico,203,Mulo,20302,20302112
1121,Ainaro,Hato-Builico,203,Nuno-Mogue,20303,20303012
1122,Ainaro,Hato-Builico,203,Nuno-Mogue,20303,20303022
1123,Ainaro,Hato-Builico,203,Nuno-Mogue,20303,20303032
1124,Ainaro,Hato-Builico,203,Nuno-Mogue,20303,20303042
1125,Ainaro,Hato-Builico,203,Nuno-Mogue,20303,20303062
1126,Ainaro,Maubisse,204,Aituto,20401,20401012
1127,Ainaro,Maubisse,204,Aituto,20401,20401022
1128,Ainaro,Maubisse,204,Aituto,20401,20401032
1129,Ainaro,Maubisse,204,Aituto,20401,20401042
1130,Ainaro,Maubisse,204,Aituto,20401,20401052
1131,Ainaro,Maubisse,204,Aituto,20401,20401072
1132,Ainaro,Maubisse,204,Aituto,20401,20401082
1133,Ainaro,Maubisse,204,Aituto,20401,20401092
1134,Ainaro,Maubisse,204,Aituto,20401,20401102
1135,Baucau,Baucau,302,Triloca,30210,30210012
1136,Baucau,Laga,303,Saelari,30304,30304012
1137,Baucau,Quelicai,304,Bualale,30405,30405012
1138,Baucau,Vemasse,305,Vemasse,30507,30507082
1139,Baucau,Venilale,306,Uma Ana Ulo,30608,30608022
1140,Baucau,Baucau,302,Tirilolo,30209,30209032
1141,Baucau,Baucau,302,Bahu,30201,30201101
1142,Baucau,Baucau,302,Buruma,30204,30204032
1143,Baucau,Baucau,302,Buibau,30203,30203062
1144,Baucau,Baucau,302,Seiçal,30208,30208042
1145,Baucau,Baucau,302,Samalari,30207,30207022
1146,Baucau,Baucau,302,Uailili,30211,30211052
1147,Baucau,Baucau,302,Bucoli,30202,30202012
1148,Baucau,Vemasse,305,Ostico,30504,30504022
1149,Baucau,Vemasse,305,Uato-Lari,30506,30506012
1150,Baucau,Vemasse,305,Loilubo,30502,30502042
1151,Baucau,Vemasse,305,Uaigae,30505,30505022
1152,Baucau,Vemasse,305,Caicua,30501,30501012
1153,Baucau,Vemasse,305,Ossouala,30503,30503032
1154,Baucau,Baguia,301,Afaloicai,30101,30101012
1155,Baucau,Baguia,301,Lavateri,30107,30107012
1156,Baucau,Baguia,301,Samalari,30109,30109012
1157,Baucau,Baguia,301,Alawa Craik,30102,30102012
1158,Baucau,Baguia,301,Hae Coni,30105,30105012
1159,Baucau,Baguia,301,Larisula,30106,30106022
1160,Baucau,Baguia,301,Alawa Leten,30103,30103022
1161,Baucau,Baguia,301,Defawasi,30104,30104022
1162,Baucau,Laga,303,Tequinomata,30308,30308012
1163,Baucau,Laga,303,Soba,30307,30307052
1164,Baucau,Laga,303,Atelari,30301,30301042
1165,Baucau,Laga,303,Samalari,30306,30306012
1166,Baucau,Laga,303,Sagadate,30305,30305062
1167,Baucau,Laga,303,Libagua,30302,30302052
1168,Baucau,Laga,303,Nunira,30303,30303022
1169,Baucau,Venilale,306,Fatulia,30603,30603032
1170,Baucau,Venilale,306,Uai Oli,30604,30604022
1171,Baucau,Venilale,306,Uailaha,30605,30605012
1172,Baucau,Venilale,306,Bado-Ho'o,30601,30601072
1173,Baucau,Venilale,306,Uma Ana Ico,30607,30607012
1174,Baucau,Quelicai,304,Lelalai,30410,30410012
1175,Baucau,Quelicai,304,Namanei,30414,30414022
1176,Baucau,Quelicai,304,Afaçà,30403,30403032
1177,Baucau,Quelicai,304,Macalaco,30412,30412012
1178,Baucau,Quelicai,304,Maluro,30413,30413012
1179,Baucau,Quelicai,304,Abo,30402,30402012
1180,Baucau,Quelicai,304,Guruçà,30406,30406012
1181,Baucau,Quelicai,304,Abafala,30401,30401012
1182,Baucau,Quelicai,304,Letemumo,30411,30411022
1183,Baucau,Quelicai,304,Uaitame,30415,30415022
1184,Baucau,Quelicai,304,Baguia,30404,30404022
1185,Baucau,Quelicai,304,Lacoliu,30407,30407052
1186,Baucau,Quelicai,304,Laisorolai De Baixo,30408,30408022
1187,Baucau,Quelicai,304,Laisorolai De Cima,30409,30409042
1188,Baucau,Baguia,301,Osso Huna,30108,30108012
1189,Baucau,Baguia,301,Afaloicai,30101,30101022
1190,Baucau,Baguia,301,Afaloicai,30101,30101032
1191,Baucau,Baguia,301,Afaloicai,30101,30101042
1192,Baucau,Baguia,301,Alawa Craik,30102,30102022
1193,Baucau,Baguia,301,Alawa Craik,30102,30102032
1194,Baucau,Baguia,301,Alawa Craik,30102,30102042
1195,Baucau,Baguia,301,Alawa Craik,30102,30102052
1196,Baucau,Baguia,301,Alawa Leten,30103,30103012
1197,Baucau,Baguia,301,Alawa Leten,30103,30103032
1198,Baucau,Baguia,301,Defawasi,30104,30104012
1199,Baucau,Baguia,301,Hae Coni,30105,30105032
1200,Baucau,Baguia,301,Hae Coni,30105,30105052
1201,Baucau,Baguia,301,Hae Coni,30105,30105042
1202,Baucau,Baguia,301,Hae Coni,30105,30105022
1203,Baucau,Baguia,301,Larisula,30106,30106012
1204,Baucau,Baguia,301,Larisula,30106,30106032
1205,Baucau,Baguia,301,Lavateri,30107,30107022
1206,Baucau,Baguia,301,Lavateri,30107,30107032
1207,Baucau,Baguia,301,Lavateri,30107,30107042
1208,Baucau,Baguia,301,Lavateri,30107,30107052
1209,Baucau,Baguia,301,Lavateri,30107,30107062
1210,Baucau,Baguia,301,Osso Huna,30108,30108022
1211,Baucau,Baguia,301,Osso Huna,30108,30108032
1212,Baucau,Baguia,301,Samalari,30109,30109022
1213,Baucau,Baguia,301,Samalari,30109,30109032
1214,Baucau,Baguia,301,Samalari,30109,30109042
1215,Baucau,Baguia,301,Uacala,30110,30110012
1216,Baucau,Baguia,301,Uacala,30110,30110022
1217,Baucau,Baucau,302,Bahu,30201,30201012
1218,Baucau,Baucau,302,Bahu,30201,30201022
1219,Baucau,Baucau,302,Bahu,30201,30201031
1220,Baucau,Baucau,302,Bahu,30201,30201041
1221,Baucau,Baucau,302,Bahu,30201,30201051
1222,Baucau,Baucau,302,Bahu,30201,30201061
1223,Baucau,Baucau,302,Bahu,30201,30201071
1224,Baucau,Baucau,302,Bahu,30201,30201081
1225,Baucau,Baucau,302,Bahu,30201,30201091
1226,Baucau,Baucau,302,Bucoli,30202,30202022
1227,Baucau,Baucau,302,Bucoli,30202,30202032
1228,Baucau,Baucau,302,Buibau,30203,30203011
1229,Baucau,Baucau,302,Buibau,30203,30203032
1230,Baucau,Baucau,302,Buibau,30203,30203021
1231,Baucau,Baucau,302,Buibau,30203,30203052
1232,Baucau,Baucau,302,Buibau,30203,30203092
1233,Baucau,Baucau,302,Buibau,30203,30203082
1234,Baucau,Baucau,302,Buibau,30203,30203072
1235,Baucau,Baucau,302,Buibau,30203,30203042
1236,Baucau,Baucau,302,Buruma,30204,30204052
1237,Baucau,Baucau,302,Buruma,30204,30204012
1238,Baucau,Baucau,302,Buruma,30204,30204022
1239,Baucau,Baucau,302,Buruma,30204,30204042
1240,Baucau,Baucau,302,Caibada,30205,30205042
1241,Baucau,Baucau,302,Caibada,30205,30205022
1242,Baucau,Baucau,302,Caibada,30205,30205012
1243,Baucau,Baucau,302,Caibada,30205,30205032
1244,Baucau,Baucau,302,Gariuai,30206,30206022
1245,Baucau,Baucau,302,Gariuai,30206,30206012
1246,Baucau,Baucau,302,Gariuai,30206,30206032
1247,Baucau,Baucau,302,Gariuai,30206,30206062
1248,Baucau,Baucau,302,Gariuai,30206,30206052
1249,Baucau,Baucau,302,Gariuai,30206,30206042
1250,Baucau,Baucau,302,Samalari,30207,30207012
1251,Baucau,Baucau,302,Samalari,30207,30207032
1252,Baucau,Baucau,302,Seiçal,30208,30208012
1253,Baucau,Baucau,302,Seiçal,30208,30208022
1254,Baucau,Baucau,302,Seiçal,30208,30208032
1255,Baucau,Baucau,302,Tirilolo,30209,30209012
1256,Baucau,Baucau,302,Tirilolo,30209,30209022
1257,Baucau,Baucau,302,Tirilolo,30209,30209131
1258,Baucau,Baucau,302,Tirilolo,30209,30209121
1259,Baucau,Baucau,302,Tirilolo,30209,30209101
1260,Baucau,Baucau,302,Tirilolo,30209,30209091
1261,Baucau,Baucau,302,Tirilolo,30209,30209111
1262,Baucau,Baucau,302,Tirilolo,30209,30209071
1263,Baucau,Baucau,302,Tirilolo,30209,30209041
1264,Baucau,Baucau,302,Tirilolo,30209,30209051
1265,Baucau,Baucau,302,Tirilolo,30209,30209081
1266,Baucau,Baucau,302,Tirilolo,30209,30209061
1267,Baucau,Baucau,302,Triloca,30210,30210022
1268,Baucau,Baucau,302,Triloca,30210,30210032
1269,Baucau,Baucau,302,Triloca,30210,30210042
1270,Baucau,Baucau,302,Triloca,30210,30210052
1271,Baucau,Baucau,302,Uailili,30211,30211072
1272,Baucau,Baucau,302,Uailili,30211,30211042
1273,Baucau,Baucau,302,Uailili,30211,30211062
1274,Baucau,Baucau,302,Uailili,30211,30211022
1275,Baucau,Baucau,302,Uailili,30211,30211012
1276,Baucau,Baucau,302,Uailili,30211,30211032
1277,Baucau,Laga,303,Atelari,30301,30301012
1278,Baucau,Laga,303,Atelari,30301,30301022
1279,Baucau,Laga,303,Atelari,30301,30301032
1280,Baucau,Laga,303,Libagua,30302,30302012
1281,Baucau,Laga,303,Libagua,30302,30302032
1282,Baucau,Laga,303,Libagua,30302,30302042
1283,Baucau,Laga,303,Libagua,30302,30302062
1284,Baucau,Laga,303,Nunira,30303,30303012
1285,Baucau,Laga,303,Nunira,30303,30303032
1286,Baucau,Laga,303,Nunira,30303,30303042
1287,Baucau,Laga,303,Saelari,30304,30304052
1288,Baucau,Laga,303,Saelari,30304,30304022
1289,Baucau,Laga,303,Saelari,30304,30304042
1290,Baucau,Laga,303,Saelari,30304,30304032
1291,Baucau,Laga,303,Saelari,30304,30304062
1292,Baucau,Laga,303,Sagadate,30305,30305092
1293,Baucau,Laga,303,Sagadate,30305,30305052
1294,Baucau,Laga,303,Sagadate,30305,30305042
1295,Baucau,Laga,303,Sagadate,30305,30305022
1296,Baucau,Laga,303,Sagadate,30305,30305032
1297,Baucau,Laga,303,Sagadate,30305,30305012
1298,Baucau,Laga,303,Sagadate,30305,30305082
1299,Baucau,Laga,303,Sagadate,30305,30305072
1300,Baucau,Laga,303,Samalari,30306,30306022
1301,Baucau,Laga,303,Samalari,30306,30306032
1302,Baucau,Laga,303,Samalari,30306,30306042
1303,Baucau,Laga,303,Soba,30307,30307012
1304,Baucau,Laga,303,Soba,30307,30307022
1305,Baucau,Laga,303,Soba,30307,30307032
1306,Baucau,Laga,303,Soba,30307,30307042
1307,Baucau,Laga,303,Tequinomata,30308,30308042
1308,Baucau,Laga,303,Tequinomata,30308,30308032
1309,Baucau,Laga,303,Tequinomata,30308,30308072
1310,Baucau,Laga,303,Tequinomata,30308,30308062
1311,Baucau,Laga,303,Tequinomata,30308,30308052
1312,Baucau,Laga,303,Tequinomata,30308,30308022
1313,Baucau,Quelicai,304,Abafala,30401,30401032
1314,Baucau,Quelicai,304,Abafala,30401,30401022
1315,Baucau,Quelicai,304,Abo,30402,30402022
1316,Baucau,Quelicai,304,Afaçà,30403,30403012
1317,Baucau,Quelicai,304,Afaçà,30403,30403022
1318,Baucau,Quelicai,304,Afaçà,30403,30403042
1319,Baucau,Quelicai,304,Baguia,30404,30404012
1320,Baucau,Quelicai,304,Baguia,30404,30404032
1321,Baucau,Quelicai,304,Baguia,30404,30404042
1322,Baucau,Quelicai,304,Baguia,30404,30404052
1323,Baucau,Quelicai,304,Bualale,30405,30405022
1324,Baucau,Quelicai,304,Bualale,30405,30405052
1325,Baucau,Quelicai,304,Bualale,30405,30405062
1326,Baucau,Quelicai,304,Bualale,30405,30405092
1327,Baucau,Quelicai,304,Bualale,30405,30405072
1328,Baucau,Quelicai,304,Bualale,30405,30405082
1329,Baucau,Quelicai,304,Bualale,30405,30405032
1330,Baucau,Quelicai,304,Bualale,30405,30405042
1331,Baucau,Quelicai,304,Guruçà,30406,30406042
1332,Baucau,Quelicai,304,Guruçà,30406,30406022
1333,Baucau,Quelicai,304,Guruçà,30406,30406032
1334,Baucau,Quelicai,304,Lacoliu,30407,30407032
1335,Baucau,Quelicai,304,Lacoliu,30407,30407012
1336,Baucau,Quelicai,304,Lacoliu,30407,30407022
1337,Baucau,Quelicai,304,Lacoliu,30407,30407042
1338,Baucau,Quelicai,304,Laisorolai De Baixo,30408,30408012
1339,Baucau,Quelicai,304,Laisorolai De Cima,30409,30409012
1340,Baucau,Quelicai,304,Laisorolai De Cima,30409,30409022
1341,Baucau,Quelicai,304,Laisorolai De Cima,30409,30409032
1342,Baucau,Quelicai,304,Laisorolai De Cima,30409,30409052
1343,Baucau,Quelicai,304,Lelalai,30410,30410032
1344,Baucau,Quelicai,304,Lelalai,30410,30410022
1345,Baucau,Quelicai,304,Letemumo,30411,30411012
1346,Baucau,Quelicai,304,Letemumo,30411,30411032
1347,Baucau,Quelicai,304,Letemumo,30411,30411042
1348,Baucau,Quelicai,304,Macalaco,30412,30412022
1349,Baucau,Quelicai,304,Maluro,30413,30413022
1350,Baucau,Quelicai,304,Namanei,30414,30414012
1351,Baucau,Quelicai,304,Namanei,30414,30414032
1352,Baucau,Quelicai,304,Namanei,30414,30414042
1353,Baucau,Quelicai,304,Uaitame,30415,30415012
1354,Baucau,Quelicai,304,Uaitame,30415,30415032
1355,Baucau,Vemasse,305,Loilubo,30502,30502012
1356,Baucau,Vemasse,305,Loilubo,30502,30502022
1357,Baucau,Vemasse,305,Loilubo,30502,30502032
1358,Baucau,Vemasse,305,Ossouala,30503,30503012
1359,Baucau,Vemasse,305,Ossouala,30503,30503022
1360,Baucau,Vemasse,305,Ossouala,30503,30503042
1361,Baucau,Vemasse,305,Uaigae,30505,30505012
1362,Baucau,Vemasse,305,Uato-Lari,30506,30506022
1363,Baucau,Venilale,306,Bado-Ho'o,30601,30601012
1364,Baucau,Venilale,306,Bado-Ho'o,30601,30601022
1365,Baucau,Venilale,306,Bado-Ho'o,30601,30601032
1366,Baucau,Venilale,306,Bado-Ho'o,30601,30601042
1367,Baucau,Venilale,306,Bado-Ho'o,30601,30601052
1368,Baucau,Venilale,306,Bado-Ho'o,30601,30601062
1369,Baucau,Venilale,306,Bado-Ho'o,30601,30601082
1370,Baucau,Vemasse,305,Vemasse,30507,30507092
1371,Baucau,Vemasse,305,Vemasse,30507,30507012
1372,Baucau,Vemasse,305,Vemasse,30507,30507022
1373,Baucau,Vemasse,305,Vemasse,30507,30507062
1374,Baucau,Vemasse,305,Vemasse,30507,30507052
1375,Baucau,Vemasse,305,Vemasse,30507,30507042
1376,Baucau,Vemasse,305,Vemasse,30507,30507032
1377,Baucau,Vemasse,305,Vemasse,30507,30507072
1378,Baucau,Venilale,306,Baha Mori,30602,30602042
1379,Baucau,Venilale,306,Baha Mori,30602,30602012
1380,Baucau,Venilale,306,Baha Mori,30602,30602022
1381,Baucau,Venilale,306,Baha Mori,30602,30602032
1382,Baucau,Venilale,306,Fatulia,30603,30603012
1383,Baucau,Venilale,306,Fatulia,30603,30603022
1384,Baucau,Venilale,306,Fatulia,30603,30603042
1385,Baucau,Venilale,306,Fatulia,30603,30603052
1386,Baucau,Venilale,306,Uai Oli,30604,30604012
1387,Baucau,Venilale,306,Uai Oli,30604,30604032
1388,Baucau,Venilale,306,Uailaha,30605,30605022
1389,Baucau,Venilale,306,Uailaha,30605,30605032
1390,Baucau,Venilale,306,Uailaha,30605,30605042
1391,Baucau,Venilale,306,Uatu Haco,30606,30606012
1392,Baucau,Venilale,306,Uatu Haco,30606,30606022
1393,Baucau,Venilale,306,Uatu Haco,30606,30606032
1394,Baucau,Venilale,306,Uatu Haco,30606,30606042
1395,Baucau,Venilale,306,Uatu Haco,30606,30606052
1396,Baucau,Venilale,306,Uma Ana Ico,30607,30607022
1397,Baucau,Venilale,306,Uma Ana Ulo,30608,30608012
1398,Baucau,Venilale,306,Uma Ana Ulo,30608,30608032
1399,Baucau,Venilale,306,Uma Ana Ulo,30608,30608042
1400,Baucau,Vemasse,305,Ostico,30504,30504012
1401,Covalima,Fatululic,501,Taroman,50102,50102022
1402,Covalima,Fatumean,502,Fatumea,50202,50202032
1403,Covalima,Fohorem,503,Dato Rua,50301,50301022
1404,Covalima,Maucatar,504,Ogues,50404,50404042
1405,Covalima,Suai,505,Beco,50501,50501092
1406,Covalima,Tilomar,506,Beiseuc,50601,50601052
1407,Covalima,Zumalai,507,Tashilin,50706,50706042
1408,Covalima,Tilomar,506,Casabauc,50602,50602032
1409,Covalima,Tilomar,506,Maudemo,50604,50604052
1410,Covalima,Tilomar,506,Beiseuc,50601,50601042
1411,Covalima,Suai,505,Suai Loro,50505,50505062
1412,Covalima,Suai,505,Debos,50503,50503202
1413,Covalima,Suai,505,Camenaça,50502,50502062
1414,Covalima,Suai,505,Labarai,50504,50504072
